Date (ex: 2022-08-25),Plan Number (ex: UP20221101001470),Finish Good GMC (ex: VFQ2410),Model (ex: B121SC3),Color (ex: PE),Destination (ex: LZ)
11/24/2022,UP20221207000407,VCM7890,P22D,SE,LZ
11/24/2022,UP20221207000409,VCM7900,P22D,SW,LZ
11/24/2022,UP20221207000464,ZF71250,B2,PE,LZ
11/24/2022,UP20221207000465,ZF71250,B2,PE,LZ
11/24/2022,UP20221207000471,ZJ73720,B2,PM,LZ
11/24/2022,UP20221207000475,ZW44780,B2,PWH,LZ
11/25/2022,UP20221207000376,AAC7368,U1J,PE,LZ
11/25/2022,UP20221207000377,AAC7368,U1J,PE,LZ
11/25/2022,UP20221207000378,AAC7368,U1J,PE,LZ
11/25/2022,UP20221207000379,AAC7368,U1J,PE,LZ
11/25/2022,UP20221207000380,AAC7368,U1J,PE,LZ
11/25/2022,UP20221207000381,AAC7368,U1J,PE,LZ
11/25/2022,UP20221207000382,AAC7368,U1J,PE,LZ
11/25/2022,UP20221207000389,VAN1290,B121,PE,LZ
11/25/2022,UP20221207000390,VAN1290,B121,PE,LZ
11/25/2022,UP20221207000391,VAN1290,B121,PE,LZ
11/25/2022,UP20221207000392,VAN1290,B121,PE,LZ
11/25/2022,UP20221207000393,VAN1290,B121,PE,LZ
11/25/2022,UP20221207000413,VFQ2640,B1SC3,PE,EP
11/25/2022,UP20221207000414,VFQ2640,B1SC3,PE,EP
11/25/2022,UP20221207000415,VFQ2640,B1SC3,PE,EP
11/25/2022,UP20221207000416,VFQ2640,B1SC3,PE,EP
11/25/2022,UP20221207000417,VFQ2640,B1SC3,PE,EP
11/25/2022,UP20221207000418,VFQ2640,B1SC3,PE,EP
11/25/2022,UP20221207000419,VFQ2640,B1SC3,PE,EP
11/25/2022,UP20221207000425,VFQ2660,B1SC3,PWH,EP
11/25/2022,UP20221207000426,VFQ2680,B1SC3,PEC,EP
11/25/2022,UP20221207000420,VFQ2640,B1SC3,PE,EP
11/25/2022,UP20221207000394,VAN1290,B121,PE,LZ
11/25/2022,UP20221207000395,VAN1290,B121,PE,LZ
11/25/2022,UP20221207000396,VAN1290,B121,PE,LZ
11/25/2022,UP20221207000397,VAN1290,B121,PE,LZ
11/25/2022,UP20221207000459,WY50520,U1J,SDW,LZ
11/25/2022,UP20221207000461,ZF42500,B3,PE,LZ
11/25/2022,UP20221207000462,ZF42500,B3,PE,LZ
11/25/2022,UP20221207000476,ZW44790,B3,PWH,LZ
11/25/2022,UP20221207000444,VFQ2740,B3ESC3,PE,EP
11/25/2022,UP20221207000446,VFQ2770,B3ESC3,PEC,EP
11/28/2022,UP20221207000421,VFQ2640,B1SC3,PE,EP
11/28/2022,UP20221207000422,VFQ2640,B1SC3,PE,EP
11/28/2022,UP20221207000423,VFQ2640,B1SC3,PE,EP
11/28/2022,UP20221207000424,VFQ2640,B1SC3,PE,EP
11/25/2022,UP20221207000408,VCM7890,P22D,SE,LZ
11/25/2022,UP20221207000410,VCM7910,P22D,DO,LZ
11/28/2022,UP20221207000451,WH50400,JU109,PW,LZ
11/28/2022,UP20221207000460,ZE62400,B1,PE,LZ
11/28/2022,UP20221207000474,ZW44770,B1,PWH,LZ
11/28/2022,UP20221207000383,AAC7368,U1J,PE,LZ
11/28/2022,UP20221207000384,AAC7368,U1J,PE,LZ
11/28/2022,UP20221207000385,AAC7368,U1J,PE,LZ
11/28/2022,UP20221207000386,AAC7368,U1J,PE,LZ
11/28/2022,UP20221207000387,AAC7368,U1J,PE,LZ
11/28/2022,UP20221207000398,VAN1290,B121,PE,LZ
11/28/2022,UP20221207000399,VAN1290,B121,PE,LZ
11/28/2022,UP20221207000400,VAN1290,B121,PE,LZ
11/28/2022,UP20221207000401,VAN1290,B121,PE,LZ
11/28/2022,UP20221207000402,VAN1290,B121,PE,LZ
11/28/2022,UP20221207000403,VAN1290,B121,PE,LZ
11/28/2022,UP20221207000463,ZF42500,B3,PE,LZ
11/29/2022,UP20221207000411,VFQ2380,B113SC3,PE,JP
11/24/2022,UP20221208000425,VFQ2690,B2ESC3,PE,EP
11/24/2022,UP20221208000426,VFQ2690,B2ESC3,PE,EP
11/24/2022,UP20221208000427,VFQ2690,B2ESC3,PE,EP
11/24/2022,UP20221208000428,VFQ2690,B2ESC3,PE,EP
11/24/2022,UP20221208000429,VFQ2690,B2ESC3,PE,EP
11/24/2022,UP20221208000447,VFQ2920,P22DSC3,SE,LP
11/25/2022,UP20221208000430,VFQ2690,B2ESC3,PE,EP
11/25/2022,UP20221208000436,VFQ2700,B2ESC3,PWH,EP
11/25/2022,UP20221208000437,VFQ2730,B2ESC3,PEC,EP
11/25/2022,UP20221208000438,VFQ2740,B3ESC3,PE,EP
11/25/2022,UP20221208000439,VFQ2740,B3ESC3,PE,EP
11/25/2022,UP20221208000440,VFQ2740,B3ESC3,PE,EP
11/25/2022,UP20221208000441,VFQ2740,B3ESC3,PE,EP
11/25/2022,UP20221208000442,VFQ2740,B3ESC3,PE,EP
11/25/2022,UP20221208000445,VFQ2750,B3ESC3,PWH,EP
11/25/2022,UP20221208000446,VFQ2770,B3ESC3,PEC,EP
11/25/2022,UP20221208000431,VFQ2690,B2ESC3,PE,EP
11/25/2022,UP20221208000432,VFQ2690,B2ESC3,PE,EP
11/25/2022,UP20221208000433,VFQ2690,B2ESC3,PE,EP
11/25/2022,UP20221208000434,VFQ2690,B2ESC3,PE,EP
11/25/2022,UP20221208000435,VFQ2690,B2ESC3,PE,EP
11/25/2022,UP20221208000405,VCM7890,P22D,SE,LZ
11/25/2022,UP20221208000407,VCM7900,P22D,SW,LZ
11/25/2022,UP20221208000409,VCM7910,P22D,DO,LZ
11/25/2022,UP20221208000466,ZF71250,B2,PE,LZ
11/25/2022,UP20221208000467,ZF71250,B2,PE,LZ
11/25/2022,UP20221208000468,ZJ73720,B2,PM,LZ
11/25/2022,UP20221208000469,ZJ73730,B2,PW,LZ
11/25/2022,UP20221208000475,ZW44780,B2,PWH,LZ
11/28/2022,UP20221208000412,VFQ2640,B1SC3,PE,EP
11/28/2022,UP20221208000382,AAC7368,U1J,PE,LZ
11/28/2022,UP20221208000383,AAC7368,U1J,PE,LZ
11/28/2022,UP20221208000413,VFQ2640,B1SC3,PE,EP
11/28/2022,UP20221208000414,VFQ2640,B1SC3,PE,EP
11/28/2022,UP20221208000415,VFQ2640,B1SC3,PE,EP
11/28/2022,UP20221208000416,VFQ2640,B1SC3,PE,EP
11/28/2022,UP20221208000417,VFQ2640,B1SC3,PE,EP
11/28/2022,UP20221208000418,VFQ2640,B1SC3,PE,EP
11/28/2022,UP20221208000423,VFQ2660,B1SC3,PWH,EP
11/28/2022,UP20221208000424,VFQ2680,B1SC3,PEC,EP
11/28/2022,UP20221208000419,VFQ2640,B1SC3,PE,EP
11/28/2022,UP20221208000420,VFQ2640,B1SC3,PE,EP
11/28/2022,UP20221208000421,VFQ2640,B1SC3,PE,EP
11/28/2022,UP20221208000384,AAC7368,U1J,PE,LZ
11/28/2022,UP20221208000396,VAN1290,B121,PE,LZ
11/28/2022,UP20221208000397,VAN1290,B121,PE,LZ
11/28/2022,UP20221208000398,VAN1290,B121,PE,LZ
11/28/2022,UP20221208000399,VAN1290,B121,PE,LZ
11/28/2022,UP20221208000450,WH50360,JU109,PE,LZ
11/28/2022,UP20221208000451,WY50520,U1J,SDW,LZ
11/28/2022,UP20221208000452,ZE62400,B1,PE,LZ
11/28/2022,UP20221208000453,ZE62400,B1,PE,LZ
11/28/2022,UP20221208000456,ZF42500,B3,PE,LZ
11/28/2022,UP20221208000457,ZF42500,B3,PE,LZ
11/28/2022,UP20221208000458,ZF42500,B3,PE,LZ
11/28/2022,UP20221208000459,ZF42500,B3,PE,LZ
11/28/2022,UP20221208000460,ZF42500,B3,PE,LZ
11/28/2022,UP20221208000470,ZJ73760,B3,PW,LZ
11/28/2022,UP20221208000476,ZW44790,B3,PWH,LZ
11/28/2022,UP20221208000422,VFQ2640,B1SC3,PE,EP
11/28/2022,UP20221208000443,VFQ2740,B3ESC3,PE,EP
11/28/2022,UP20221208000444,VFQ2740,B3ESC3,PE,EP
11/28/2022,UP20221208000385,AAC7368,U1J,PE,LZ
11/28/2022,UP20221208000386,AAC7368,U1J,PE,LZ
11/28/2022,UP20221208000387,AAC7368,U1J,PE,LZ
11/28/2022,UP20221208000400,VAN1290,B121,PE,LZ
11/28/2022,UP20221208000401,VAN1290,B121,PE,LZ
11/28/2022,UP20221208000402,VAN1290,B121,PE,LZ
11/28/2022,UP20221208000406,VCM7890,P22D,SE,LZ
11/28/2022,UP20221208000408,VCM7900,P22D,SW,LZ
11/28/2022,UP20221208000461,ZF42500,B3,PE,LZ
11/28/2022,UP20221208000462,ZF42500,B3,PE,LZ
11/28/2022,UP20221208000463,ZF42500,B3,PE,LZ
11/29/2022,UP20221208000454,ZE62400,B1,PE,LZ
11/29/2022,UP20221208000455,ZE62400,B1,PE,LZ
11/29/2022,UP20221208000471,ZQ21280,B1,PEC,LZ
11/29/2022,UP20221208000464,ZF42500,B3,PE,LZ
11/29/2022,UP20221208000465,ZF42500,B3,PE,LZ
11/29/2022,UP20221208000474,ZW44770,B1,PWH,LZ
11/25/2022,UP20221209000426,VFQ2690,B2ESC3,PE,EP
11/25/2022,UP20221209000427,VFQ2690,B2ESC3,PE,EP
11/25/2022,UP20221209000428,VFQ2690,B2ESC3,PE,EP
11/28/2022,UP20221209000429,VFQ2690,B2ESC3,PE,EP
11/28/2022,UP20221209000430,VFQ2690,B2ESC3,PE,EP
11/28/2022,UP20221209000431,VFQ2690,B2ESC3,PE,EP
11/28/2022,UP20221209000437,VFQ2700,B2ESC3,PWH,EP
11/28/2022,UP20221209000438,VFQ2730,B2ESC3,PEC,EP
11/28/2022,UP20221209000439,VFQ2740,B3ESC3,PE,EP
11/28/2022,UP20221209000440,VFQ2740,B3ESC3,PE,EP
11/28/2022,UP20221209000441,VFQ2740,B3ESC3,PE,EP
11/28/2022,UP20221209000442,VFQ2740,B3ESC3,PE,EP
11/28/2022,UP20221209000443,VFQ2740,B3ESC3,PE,EP
11/28/2022,UP20221209000444,VFQ2740,B3ESC3,PE,EP
11/28/2022,UP20221209000447,VFQ2750,B3ESC3,PWH,EP
11/28/2022,UP20221209000448,VFQ2770,B3ESC3,PEC,EP
11/28/2022,UP20221209000432,VFQ2690,B2ESC3,PE,EP
11/28/2022,UP20221209000433,VFQ2690,B2ESC3,PE,EP
11/28/2022,UP20221209000434,VFQ2690,B2ESC3,PE,EP
11/28/2022,UP20221209000435,VFQ2690,B2ESC3,PE,EP
11/28/2022,UP20221209000436,VFQ2690,B2ESC3,PE,EP
11/29/2022,UP20221209000413,VFQ2640,B1SC3,PE,EP
11/28/2022,UP20221209000404,VCM7890,P22D,SE,LZ
11/28/2022,UP20221209000405,VCM7890,P22D,SE,LZ
11/29/2022,UP20221209000414,VFQ2640,B1SC3,PE,EP
11/28/2022,UP20221209000407,VCM7900,P22D,SW,LZ
11/28/2022,UP20221209000408,VCM7900,P22D,SW,LZ
11/28/2022,UP20221209000409,VCM7910,P22D,DO,LZ
11/28/2022,UP20221209000467,ZF71250,B2,PE,LZ
11/28/2022,UP20221209000468,ZF71250,B2,PE,LZ
11/28/2022,UP20221209000469,ZJ73720,B2,PM,LZ
11/28/2022,UP20221209000470,ZJ73730,B2,PW,LZ
11/28/2022,UP20221209000475,ZW44780,B2,PWH,LZ
11/29/2022,UP20221209000385,AAC7368,U1J,PE,LZ
11/29/2022,UP20221209000386,AAC7368,U1J,PE,LZ
11/29/2022,UP20221209000394,VAN1290,B121,PE,LZ
11/29/2022,UP20221209000415,VFQ2640,B1SC3,PE,EP
11/29/2022,UP20221209000416,VFQ2640,B1SC3,PE,EP
11/29/2022,UP20221209000417,VFQ2640,B1SC3,PE,EP
11/29/2022,UP20221209000418,VFQ2640,B1SC3,PE,EP
11/29/2022,UP20221209000419,VFQ2640,B1SC3,PE,EP
11/29/2022,UP20221209000425,VFQ2660,B1SC3,PWH,EP
11/29/2022,UP20221209000420,VFQ2640,B1SC3,PE,EP
11/29/2022,UP20221209000421,VFQ2640,B1SC3,PE,EP
11/29/2022,UP20221209000422,VFQ2640,B1SC3,PE,EP
11/29/2022,UP20221209000423,VFQ2640,B1SC3,PE,EP
11/29/2022,UP20221209000424,VFQ2640,B1SC3,PE,EP
11/29/2022,UP20221209000445,VFQ2740,B3ESC3,PE,EP
11/29/2022,UP20221209000395,VAN1290,B121,PE,LZ
11/29/2022,UP20221209000396,VAN1290,B121,PE,LZ
11/29/2022,UP20221209000397,VAN1290,B121,PE,LZ
11/29/2022,UP20221209000398,VAN1290,B121,PE,LZ
11/29/2022,UP20221209000399,VAN1290,B121,PE,LZ
11/29/2022,UP20221209000451,WH50360,JU109,PE,LZ
11/29/2022,UP20221209000452,ZE62400,B1,PE,LZ
11/29/2022,UP20221209000453,ZE62400,B1,PE,LZ
11/29/2022,UP20221209000456,ZF42500,B3,PE,LZ
11/29/2022,UP20221209000457,ZF42500,B3,PE,LZ
11/29/2022,UP20221209000458,ZF42500,B3,PE,LZ
11/29/2022,UP20221209000459,ZF42500,B3,PE,LZ
11/29/2022,UP20221209000460,ZF42500,B3,PE,LZ
11/29/2022,UP20221209000471,ZJ73760,B3,PW,LZ
11/29/2022,UP20221209000476,ZW44790,B3,PWH,LZ
11/29/2022,UP20221209000446,VFQ2740,B3ESC3,PE,EP
11/29/2022,UP20221209000387,AAC7368,U1J,PE,LZ
11/29/2022,UP20221209000400,VAN1290,B121,PE,LZ
11/29/2022,UP20221209000401,VAN1290,B121,PE,LZ
11/29/2022,UP20221209000402,VAN1290,B121,PE,LZ
11/29/2022,UP20221209000406,VCM7890,P22D,SE,LZ
11/29/2022,UP20221209000410,VCM7910,P22D,DO,LZ
11/29/2022,UP20221209000461,ZF42500,B3,PE,LZ
11/29/2022,UP20221209000462,ZF42500,B3,PE,LZ
11/29/2022,UP20221209000463,ZF42500,B3,PE,LZ
11/29/2022,UP20221209000464,ZF42500,B3,PE,LZ
11/29/2022,UP20221209000465,ZF42500,B3,PE,LZ
11/29/2022,UP20221209000466,ZF42500,B3,PE,LZ
11/30/2022,UP20221209000454,ZE62400,B1,PE,LZ
11/30/2022,UP20221209000474,ZW44770,B1,PWH,LZ
11/30/2022,UP20221209000455,ZE62400,B1,PE,LZ
11/28/2022,UP20221212000422,VFQ2690,B2ESC3,PE,EP
11/29/2022,UP20221212000423,VFQ2690,B2ESC3,PE,EP
11/29/2022,UP20221212000424,VFQ2690,B2ESC3,PE,EP
11/29/2022,UP20221212000425,VFQ2690,B2ESC3,PE,EP
11/29/2022,UP20221212000426,VFQ2690,B2ESC3,PE,EP
11/29/2022,UP20221212000427,VFQ2690,B2ESC3,PE,EP
11/29/2022,UP20221212000428,VFQ2690,B2ESC3,PE,EP
11/29/2022,UP20221212000435,VFQ2700,B2ESC3,PWH,EP
11/29/2022,UP20221212000436,VFQ2730,B2ESC3,PEC,EP
11/29/2022,UP20221212000437,VFQ2740,B3ESC3,PE,EP
11/29/2022,UP20221212000438,VFQ2740,B3ESC3,PE,EP
11/29/2022,UP20221212000439,VFQ2740,B3ESC3,PE,EP
11/29/2022,UP20221212000440,VFQ2740,B3ESC3,PE,EP
11/29/2022,UP20221212000441,VFQ2740,B3ESC3,PE,EP
11/29/2022,UP20221212000442,VFQ2740,B3ESC3,PE,EP
11/29/2022,UP20221212000443,VFQ2740,B3ESC3,PE,EP
11/29/2022,UP20221212000444,VFQ2750,B3ESC3,PWH,EP
11/29/2022,UP20221212000445,VFQ2750,B3ESC3,PWH,EP
11/29/2022,UP20221212000446,VFQ2770,B3ESC3,PEC,EP
11/29/2022,UP20221212000429,VFQ2690,B2ESC3,PE,EP
11/29/2022,UP20221212000430,VFQ2690,B2ESC3,PE,EP
11/29/2022,UP20221212000431,VFQ2690,B2ESC3,PE,EP
11/29/2022,UP20221212000432,VFQ2690,B2ESC3,PE,EP
11/29/2022,UP20221212000433,VFQ2690,B2ESC3,PE,EP
11/29/2022,UP20221212000434,VFQ2690,B2ESC3,PE,EP
11/29/2022,UP20221212000384,AAC7368,U1J,PE,LZ
11/29/2022,UP20221212000385,AAC7368,U1J,PE,LZ
11/29/2022,UP20221212000394,VAN1290,B121,PE,LZ
11/29/2022,UP20221212000395,VAN1290,B121,PE,LZ
11/29/2022,UP20221212000396,VAN1290,B121,PE,LZ
11/29/2022,UP20221212000403,VCM7890,P22D,SE,LZ
11/29/2022,UP20221212000404,VCM7890,P22D,SE,LZ
11/29/2022,UP20221212000406,VCM7900,P22D,SW,LZ
11/29/2022,UP20221212000408,VCM7910,P22D,DO,LZ
11/29/2022,UP20221212000468,ZF71250,B2,PE,LZ
11/29/2022,UP20221212000469,ZF71250,B2,PE,LZ
11/30/2022,UP20221212000412,VFQ2640,B1SC3,PE,EP
11/30/2022,UP20221212000413,VFQ2640,B1SC3,PE,EP
11/30/2022,UP20221212000414,VFQ2640,B1SC3,PE,EP
11/30/2022,UP20221212000415,VFQ2640,B1SC3,PE,EP
11/30/2022,UP20221212000416,VFQ2640,B1SC3,PE,EP
11/30/2022,UP20221212000421,VFQ2660,B1SC3,PWH,EP
11/30/2022,UP20221212000417,VFQ2640,B1SC3,PE,EP
11/30/2022,UP20221212000418,VFQ2640,B1SC3,PE,EP
11/30/2022,UP20221212000419,VFQ2640,B1SC3,PE,EP
11/30/2022,UP20221212000397,VAN1290,B121,PE,LZ
11/30/2022,UP20221212000398,VAN1290,B121,PE,LZ
11/30/2022,UP20221212000457,ZF42500,B3,PE,LZ
11/30/2022,UP20221212000458,ZF42500,B3,PE,LZ
11/30/2022,UP20221212000459,ZF42500,B3,PE,LZ
11/30/2022,UP20221212000460,ZF42500,B3,PE,LZ
11/30/2022,UP20221212000461,ZF42500,B3,PE,LZ
11/30/2022,UP20221212000462,ZF42500,B3,PE,LZ
11/30/2022,UP20221212000463,ZF42500,B3,PE,LZ
11/30/2022,UP20221212000470,ZJ73730,B2,PW,LZ
11/30/2022,UP20221212000471,ZJ73750,B3,PM,LZ
11/30/2022,UP20221212000472,ZJ73760,B3,PW,LZ
11/30/2022,UP20221212000475,ZW44780,B2,PWH,LZ
11/30/2022,UP20221213000421,VFQ2690,B2ESC3,PE,EP
11/30/2022,UP20221213000422,VFQ2690,B2ESC3,PE,EP
11/30/2022,UP20221213000423,VFQ2690,B2ESC3,PE,EP
11/30/2022,UP20221213000424,VFQ2690,B2ESC3,PE,EP
11/30/2022,UP20221213000425,VFQ2690,B2ESC3,PE,EP
11/30/2022,UP20221213000426,VFQ2690,B2ESC3,PE,EP
11/30/2022,UP20221213000427,VFQ2690,B2ESC3,PE,EP
11/30/2022,UP20221213000435,VFQ2700,B2ESC3,PWH,EP
